0,4223924933,2357433
50,4575887523,3275533
100,4931050113,4213633
150,5283012703,5131733
200,5638166983,6069833
250,5990129573,6987933
300,6345292163,7926033
350,6697254753,8844133
400,7052409033,9782233
450,7404371623,10700333
500,7759534213,11638433
550,8111496803,12556533
600,8466651083,13494633
650,8818613673,14412733
700,9173776263,15350833
750,9525738853,16268933
800,9880893133,17207033
850,10232855723,18125133
900,10588018313,19063233
950,10939980903,19981333
1000,11295135183,20919433
