0,4128437479,2047436
50,4480400069,2965536
100,4832362659,3883636
150,5181116939,4781736
200,5533079529,5699836
250,5885042119,6617936
300,6237004709,7536036
350,6585758989,8434136
400,6937721579,9352236
450,7289684169,10270336
500,7641646759,11188436
550,7990401039,12086536
600,8342363629,13004636
650,8694326219,13922736
700,9046288809,14840836
750,9395043089,15738936
800,9747005679,16657036
850,10098968269,17575136
900,10450930859,18493236
950,10799685139,19391336
1000,11151647729,20309436
